param 0-univ-count,param 1-n,param kind,param n,abstract-regression-quadratic real,abstract-regression-quadratic sys,abstract-regression-quadratic user,close-abstract-regression-quadratic real,close-abstract-regression-quadratic sys,close-abstract-regression-quadratic user,exact-regression-linear real,exact-regression-linear sys,exact-regression-linear user,pattern-regression-linear real,pattern-regression-linear sys,pattern-regression-linear user
,,pattern,446,,,,,,,,,,0.008,0.,0.008
,,pattern,447,,,,,,,,,,0.007,0.,0.007
,,pattern,448,,,,,,,,,,0.008,0.,0.008
,,pattern,449,,,,,,,,,,0.01,0.003,0.006
,,pattern,450,,,,,,,,,,0.008,0.,0.008
,,pattern,451,,,,,,,,,,0.008,0.,0.008
,,pattern,452,,,,,,,,,,0.008,0.,0.008
,,pattern,453,,,,,,,,,,0.01,0.,0.01
,,pattern,454,,,,,,,,,,0.008,0.,0.008
,,pattern,455,,,,,,,,,,0.009,0.,0.009
,,pattern,456,,,,,,,,,,0.009,0.,0.009
,,pattern,457,,,,,,,,,,0.009,0.,0.009
,,pattern,458,,,,,,,,,,0.009,0.,0.009
,,pattern,459,,,,,,,,,,0.008,0.,0.008
,,pattern,460,,,,,,,,,,0.008,0.,0.008
,,pattern,461,,,,,,,,,,0.01,0.,0.01
,,pattern,462,,,,,,,,,,0.008,0.,0.008
,,pattern,463,,,,,,,,,,0.008,0.,0.008
,,pattern,464,,,,,,,,,,0.008,0.,0.008
,,pattern,465,,,,,,,,,,0.009,0.,0.009
,,pattern,466,,,,,,,,,,0.008,0.,0.008
,,pattern,467,,,,,,,,,,0.008,0.,0.008
,,pattern,468,,,,,,,,,,0.009,0.,0.009
,,pattern,469,,,,,,,,,,0.008,0.,0.008
,,pattern,470,,,,,,,,,,0.009,0.,0.009
,,pattern,471,,,,,,,,,,0.009,0.,0.009
,,pattern,472,,,,,,,,,,0.009,0.,0.009
,,pattern,473,,,,,,,,,,0.009,0.,0.009
,,pattern,474,,,,,,,,,,0.008,0.,0.008
,,pattern,475,,,,,,,,,,0.009,0.,0.009
,,pattern,476,,,,,,,,,,0.011,0.,0.011
,,pattern,477,,,,,,,,,,0.009,0.,0.009
,,pattern,478,,,,,,,,,,0.009,0.,0.009
,,pattern,479,,,,,,,,,,0.009,0.,0.009
,,pattern,480,,,,,,,,,,0.01,0.,0.01
,,pattern,481,,,,,,,,,,0.01,0.,0.01
,,pattern,482,,,,,,,,,,0.009,0.,0.009
,,pattern,483,,,,,,,,,,0.01,0.,0.01
,,pattern,484,,,,,,,,,,0.01,0.,0.01
,,pattern,485,,,,,,,,,,0.009,0.,0.009
,,pattern,486,,,,,,,,,,0.008,0.,0.008
,,pattern,487,,,,,,,,,,0.01,0.,0.01
,,pattern,488,,,,,,,,,,0.009,0.,0.009
,,pattern,489,,,,,,,,,,0.009,0.,0.009
,,pattern,490,,,,,,,,,,0.01,0.,0.01
,,pattern,491,,,,,,,,,,0.009,0.,0.009
,,pattern,492,,,,,,,,,,0.009,0.,0.009
,,pattern,493,,,,,,,,,,0.009,0.,0.009
,,pattern,494,,,,,,,,,,0.01,0.,0.01
,,pattern,495,,,,,,,,,,0.009,0.,0.009
,,pattern,496,,,,,,,,,,0.009,0.,0.009
,,pattern,497,,,,,,,,,,0.011,0.,0.011
,,pattern,498,,,,,,,,,,0.009,0.,0.009
,,pattern,499,,,,,,,,,,0.009,0.,0.009
,,pattern,500,,,,,,,,,,0.009,0.,0.009
,,pattern,600,,,,,,,,,,0.073,0.027,0.046
,,pattern,800,,,,,,,,,,0.014,0.,0.014
,,pattern,1000,,,,,,,,,,0.021,0.,0.021
,,pattern,1200,,,,,,,,,,0.022,0.,0.022
,,pattern,1400,,,,,,,,,,0.031,0.,0.031
,,pattern,1600,,,,,,,,,,0.032,0.,0.032
,,pattern,1800,,,,,,,,,,0.041,0.,0.041
,,pattern,2000,,,,,,,,,,0.041,0.003,0.038
,,pattern,2200,,,,,,,,,,0.05,0.,0.05
,,pattern,2400,,,,,,,,,,0.055,0.,0.053
,,pattern,2600,,,,,,,,,,0.058,0.003,0.054
,,pattern,2800,,,,,,,,,,0.069,0.,0.069
,,pattern,3000,,,,,,,,,,0.078,0.,0.078
,,pattern,3200,,,,,,,,,,0.084,0.,0.084
,,pattern,3400,,,,,,,,,,0.074,0.,0.074
,,pattern,3600,,,,,,,,,,0.076,0.,0.076
,,pattern,3800,,,,,,,,,,0.088,0.004,0.084
,,pattern,4000,,,,,,,,,,0.086,0.,0.086
,,pattern,4200,,,,,,,,,,0.106,0.007,0.098
,,pattern,4400,,,,,,,,,,0.122,0.004,0.118
,,pattern,4600,,,,,,,,,,0.109,0.003,0.105
,,pattern,4800,,,,,,,,,,0.102,0.,0.102
,,pattern,5000,,,,,,,,,,0.11,0.003,0.106
,,pattern,5200,,,,,,,,,,0.126,0.,0.126
,,pattern,5400,,,,,,,,,,0.121,0.003,0.117
,,pattern,5600,,,,,,,,,,0.135,0.,0.135
,,pattern,5800,,,,,,,,,,0.133,0.,0.133
,,pattern,6000,,,,,,,,,,0.124,0.,0.124
,,pattern,6200,,,,,,,,,,0.154,0.,0.154
,,pattern,6400,,,,,,,,,,0.142,0.,0.142
,,pattern,6600,,,,,,,,,,0.141,0.,0.141
,,pattern,6800,,,,,,,,,,0.147,0.003,0.143
,,pattern,7000,,,,,,,,,,0.142,0.,0.142
,,pattern,7200,,,,,,,,,,0.143,0.,0.143
,,pattern,7400,,,,,,,,,,0.156,0.,0.156
,,pattern,7600,,,,,,,,,,0.181,0.,0.181
,,pattern,7800,,,,,,,,,,0.168,0.,0.168
,,pattern,8000,,,,,,,,,,0.175,0.,0.175
,,pattern,8200,,,,,,,,,,0.191,0.,0.191
,,pattern,8400,,,,,,,,,,0.21,0.,0.21
,,pattern,8600,,,,,,,,,,0.219,0.,0.219
,,pattern,8800,,,,,,,,,,0.24,0.,0.24
,,pattern,9000,,,,,,,,,,0.261,0.,0.261
,,pattern,9200,,,,,,,,,,0.234,0.,0.234
,,pattern,9400,,,,,,,,,,0.239,0.,0.238
,,pattern,9600,,,,,,,,,,0.237,0.,0.237
,,pattern,9800,,,,,,,,,,0.246,0.,0.246
,,pattern,10000,,,,,,,,,,0.248,0.,0.248
,,pattern,10200,,,,,,,,,,0.287,0.,0.287
,,pattern,10400,,,,,,,,,,0.304,0.,0.304
,,pattern,10600,,,,,,,,,,0.316,0.,0.316
,,pattern,10800,,,,,,,,,,0.317,0.,0.317
,,pattern,11000,,,,,,,,,,0.324,0.,0.324
,,pattern,11200,,,,,,,,,,0.324,0.,0.324
,,pattern,11400,,,,,,,,,,0.319,0.,0.319
,,pattern,11600,,,,,,,,,,0.316,0.,0.316
,,pattern,11800,,,,,,,,,,0.32,0.,0.32
,,pattern,12000,,,,,,,,,,0.327,0.,0.327
,,pattern,12200,,,,,,,,,,0.348,0.,0.348
,,pattern,12400,,,,,,,,,,0.365,0.,0.365
,,pattern,12600,,,,,,,,,,0.361,0.,0.361
,,pattern,12800,,,,,,,,,,0.357,0.,0.357
,,pattern,13000,,,,,,,,,,0.37,0.,0.37
,,pattern,13200,,,,,,,,,,0.384,0.,0.384
,,pattern,13400,,,,,,,,,,0.367,0.,0.367
,,pattern,13600,,,,,,,,,,0.375,0.,0.375
,,pattern,13800,,,,,,,,,,0.361,0.,0.361
,,pattern,14000,,,,,,,,,,0.361,0.,0.361
,,pattern,14200,,,,,,,,,,0.402,0.,0.402
,,pattern,14400,,,,,,,,,,0.375,0.,0.375
,,pattern,14600,,,,,,,,,,0.375,0.,0.375
,,pattern,14800,,,,,,,,,,0.369,0.,0.369
,,pattern,15000,,,,,,,,,,0.392,0.,0.391
,,pattern,15200,,,,,,,,,,0.372,0.,0.372
,,pattern,15400,,,,,,,,,,0.394,0.,0.394
,,pattern,15600,,,,,,,,,,0.392,0.,0.392
,,pattern,15800,,,,,,,,,,0.397,0.,0.397
,,pattern,16000,,,,,,,,,,0.409,0.,0.409
,,pattern,16200,,,,,,,,,,0.432,0.,0.432
,,pattern,16400,,,,,,,,,,0.438,0.,0.438
,,pattern,16600,,,,,,,,,,0.473,0.,0.473
,,pattern,16800,,,,,,,,,,0.487,0.,0.486
,,pattern,17000,,,,,,,,,,0.49,0.003,0.485
,,pattern,17200,,,,,,,,,,0.511,0.,0.511
,,pattern,17400,,,,,,,,,,0.532,0.,0.532
,,pattern,17600,,,,,,,,,,0.552,0.,0.551
,,pattern,17800,,,,,,,,,,0.563,0.,0.563
,,pattern,18000,,,,,,,,,,0.576,0.004,0.571
,,pattern,18200,,,,,,,,,,0.598,0.,0.598
,,pattern,18400,,,,,,,,,,0.591,0.,0.591
,,pattern,18600,,,,,,,,,,0.593,0.,0.592
,,pattern,18800,,,,,,,,,,0.581,0.,0.581
,,pattern,19000,,,,,,,,,,0.583,0.,0.583
,,pattern,19200,,,,,,,,,,0.584,0.,0.584
,,pattern,19400,,,,,,,,,,0.586,0.,0.586
,,pattern,19600,,,,,,,,,,0.576,0.,0.575
,,pattern,19800,,,,,,,,,,0.611,0.,0.611
,,pattern,20000,,,,,,,,,,0.59,0.,0.589
