param 0-univ-count,param 1-n,param kind,param n,abstract real,abstract sys,abstract user,close-abstract real,close-abstract sys,close-abstract user,exact real,exact sys,exact user,pattern real,pattern sys,pattern user
,,pattern,467,,,,,,,,,,0.01,0.,0.01
,,pattern,468,,,,,,,,,,0.012,0.,0.012
,,pattern,469,,,,,,,,,,0.012,0.,0.012
,,pattern,470,,,,,,,,,,0.009,0.,0.009
,,pattern,471,,,,,,,,,,0.012,0.,0.012
,,pattern,472,,,,,,,,,,0.01,0.,0.01
,,pattern,473,,,,,,,,,,0.01,0.,0.01
,,pattern,474,,,,,,,,,,0.01,0.,0.01
,,pattern,475,,,,,,,,,,0.014,0.,0.014
,,pattern,476,,,,,,,,,,0.01,0.,0.01
,,pattern,477,,,,,,,,,,0.01,0.,0.01
,,pattern,478,,,,,,,,,,0.01,0.,0.01
,,pattern,479,,,,,,,,,,0.011,0.,0.011
,,pattern,480,,,,,,,,,,0.01,0.,0.01
,,pattern,481,,,,,,,,,,0.01,0.003,0.007
,,pattern,482,,,,,,,,,,0.011,0.,0.011
,,pattern,483,,,,,,,,,,0.01,0.,0.01
,,pattern,484,,,,,,,,,,0.011,0.,0.008
,,pattern,485,,,,,,,,,,0.01,0.,0.011
,,pattern,486,,,,,,,,,,0.011,0.,0.011
,,pattern,487,,,,,,,,,,0.012,0.,0.012
,,pattern,488,,,,,,,,,,0.01,0.,0.01
,,pattern,489,,,,,,,,,,0.01,0.,0.01
,,pattern,490,,,,,,,,,,0.011,0.,0.011
,,pattern,491,,,,,,,,,,0.01,0.,0.01
,,pattern,492,,,,,,,,,,0.01,0.,0.01
,,pattern,493,,,,,,,,,,0.012,0.,0.012
,,pattern,494,,,,,,,,,,0.01,0.,0.01
,,pattern,495,,,,,,,,,,0.01,0.,0.01
,,pattern,496,,,,,,,,,,0.01,0.,0.01
,,pattern,497,,,,,,,,,,0.012,0.,0.012
,,pattern,498,,,,,,,,,,0.01,0.,0.01
,,pattern,499,,,,,,,,,,0.01,0.,0.01
,,pattern,500,,,,,,,,,,0.011,0.,0.011
,,pattern,600,,,,,,,,,,0.073,0.013,0.058
,,pattern,800,,,,,,,,,,0.016,0.,0.016
,,pattern,1000,,,,,,,,,,0.024,0.,0.024
,,pattern,1200,,,,,,,,,,0.026,0.,0.025
,,pattern,1400,,,,,,,,,,0.035,0.,0.035
,,pattern,1600,,,,,,,,,,0.038,0.,0.038
,,pattern,1800,,,,,,,,,,0.048,0.,0.048
,,pattern,2000,,,,,,,,,,0.057,0.003,0.053
,,pattern,2200,,,,,,,,,,0.062,0.,0.062
,,pattern,2400,,,,,,,,,,0.062,0.,0.062
,,pattern,2600,,,,,,,,,,0.06,0.003,0.057
,,pattern,2800,,,,,,,,,,0.08,0.,0.082
,,pattern,3000,,,,,,,,,,0.088,0.,0.088
,,pattern,3200,,,,,,,,,,0.085,0.,0.085
,,pattern,3400,,,,,,,,,,0.084,0.,0.084
,,pattern,3600,,,,,,,,,,0.089,0.003,0.085
,,pattern,3800,,,,,,,,,,0.094,0.,0.094
,,pattern,4000,,,,,,,,,,0.096,0.,0.096
,,pattern,4200,,,,,,,,,,0.119,0.,0.119
,,pattern,4400,,,,,,,,,,0.139,0.,0.139
,,pattern,4600,,,,,,,,,,0.124,0.003,0.121
,,pattern,4800,,,,,,,,,,0.128,0.,0.128
,,pattern,5000,,,,,,,,,,0.131,0.,0.131
,,pattern,5200,,,,,,,,,,0.149,0.003,0.145
,,pattern,5400,,,,,,,,,,0.144,0.,0.144
,,pattern,5600,,,,,,,,,,0.152,0.008,0.144
,,pattern,5800,,,,,,,,,,0.15,0.,0.15
,,pattern,6000,,,,,,,,,,0.141,0.,0.141
,,pattern,6200,,,,,,,,,,0.166,0.,0.166
,,pattern,6400,,,,,,,,,,0.165,0.,0.165
,,pattern,6600,,,,,,,,,,0.165,0.,0.165
,,pattern,6800,,,,,,,,,,0.165,0.,0.165
,,pattern,7000,,,,,,,,,,0.164,0.,0.164
,,pattern,7200,,,,,,,,,,0.163,0.,0.163
,,pattern,7400,,,,,,,,,,0.194,0.,0.194
,,pattern,7600,,,,,,,,,,0.188,0.,0.188
,,pattern,7800,,,,,,,,,,0.194,0.,0.194
,,pattern,8000,,,,,,,,,,0.201,0.,0.201
,,pattern,8200,,,,,,,,,,0.213,0.,0.213
,,pattern,8400,,,,,,,,,,0.223,0.,0.222
,,pattern,8600,,,,,,,,,,0.235,0.,0.235
,,pattern,8800,,,,,,,,,,0.253,0.,0.253
,,pattern,9000,,,,,,,,,,0.288,0.007,0.278
,,pattern,9200,,,,,,,,,,0.261,0.,0.261
,,pattern,9400,,,,,,,,,,0.269,0.,0.268
,,pattern,9600,,,,,,,,,,0.267,0.,0.267
,,pattern,9800,,,,,,,,,,0.267,0.,0.267
,,pattern,10000,,,,,,,,,,0.285,0.,0.285
,,pattern,10200,,,,,,,,,,0.318,0.,0.318
,,pattern,10400,,,,,,,,,,0.335,0.,0.335
,,pattern,10600,,,,,,,,,,0.336,0.,0.336
,,pattern,10800,,,,,,,,,,0.343,0.,0.343
,,pattern,11000,,,,,,,,,,0.352,0.,0.352
,,pattern,11200,,,,,,,,,,0.359,0.,0.359
,,pattern,11400,,,,,,,,,,0.363,0.,0.363
,,pattern,11600,,,,,,,,,,0.361,0.,0.361
,,pattern,11800,,,,,,,,,,0.359,0.003,0.356
,,pattern,12000,,,,,,,,,,0.374,0.,0.374
,,pattern,12200,,,,,,,,,,0.396,0.,0.396
,,pattern,12400,,,,,,,,,,0.4,0.,0.4
,,pattern,12600,,,,,,,,,,0.392,0.,0.392
,,pattern,12800,,,,,,,,,,0.4,0.,0.4
,,pattern,13000,,,,,,,,,,0.406,0.,0.406
,,pattern,13200,,,,,,,,,,0.434,0.,0.434
,,pattern,13400,,,,,,,,,,0.415,0.,0.415
,,pattern,13600,,,,,,,,,,0.402,0.,0.402
,,pattern,13800,,,,,,,,,,0.4,0.,0.4
,,pattern,14000,,,,,,,,,,0.396,0.,0.396
,,pattern,14200,,,,,,,,,,0.44,0.,0.44
,,pattern,14400,,,,,,,,,,0.416,0.,0.416
,,pattern,14600,,,,,,,,,,0.371,0.,0.371
,,pattern,14800,,,,,,,,,,0.394,0.,0.394
,,pattern,15000,,,,,,,,,,0.411,0.,0.411
,,pattern,15200,,,,,,,,,,0.417,0.003,0.413
,,pattern,15400,,,,,,,,,,0.425,0.,0.425
,,pattern,15600,,,,,,,,,,0.437,0.,0.436
,,pattern,15800,,,,,,,,,,0.463,0.,0.462
,,pattern,16000,,,,,,,,,,0.47,0.,0.47
,,pattern,16200,,,,,,,,,,0.487,0.,0.487
,,pattern,16400,,,,,,,,,,0.509,0.,0.509
,,pattern,16600,,,,,,,,,,0.51,0.,0.51
,,pattern,16800,,,,,,,,,,0.543,0.,0.543
,,pattern,17000,,,,,,,,,,0.563,0.,0.563
,,pattern,17200,,,,,,,,,,0.564,0.,0.564
,,pattern,17400,,,,,,,,,,0.588,0.004,0.584
,,pattern,17600,,,,,,,,,,0.606,0.,0.606
,,pattern,17800,,,,,,,,,,0.611,0.,0.611
,,pattern,18000,,,,,,,,,,0.634,0.,0.634
,,pattern,18200,,,,,,,,,,0.63,0.,0.63
,,pattern,18400,,,,,,,,,,0.652,0.003,0.648
,,pattern,18600,,,,,,,,,,0.654,0.,0.654
,,pattern,18800,,,,,,,,,,0.639,0.,0.639
,,pattern,19000,,,,,,,,,,0.637,0.,0.637
,,pattern,19200,,,,,,,,,,0.643,0.,0.643
,,pattern,19400,,,,,,,,,,0.638,0.,0.638
,,pattern,19600,,,,,,,,,,0.653,0.,0.653
,,pattern,19800,,,,,,,,,,0.649,0.,0.649
,,pattern,20000,,,,,,,,,,0.685,0.,0.685
