Params: 0-n= 131071 , 1-lgn= 16
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 0.164 secs (0.152u,0.012s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 0.065 secs (0.065u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 0.067 secs (0.067u,0.s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 0.066 secs (0.066u,0.s) (success)
Params: 0-n= 262143 , 1-lgn= 17
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 0.184 secs (0.176u,0.008s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 0.15 secs (0.15u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 0.125 secs (0.125u,0.s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 0.125 secs (0.125u,0.s) (success)
Params: 0-n= 524287 , 1-lgn= 18
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 0.363 secs (0.355u,0.008s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 0.276 secs (0.276u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 0.273 secs (0.273u,0.s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 0.28 secs (0.28u,0.s) (success)
Params: 0-n= 1048575 , 1-lgn= 19
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 0.833 secs (0.833u,0.s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 0.531 secs (0.53u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 0.534 secs (0.534u,0.s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 0.548 secs (0.548u,0.s) (success)
Params: 0-n= 2097151 , 1-lgn= 20
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 1.304 secs (1.292u,0.012s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 1.057 secs (1.057u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 1.083 secs (1.083u,0.s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 1.072 secs (1.072u,0.s) (success)
Params: 0-n= 4194303 , 1-lgn= 21
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 2.697 secs (2.696u,0.s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 2.137 secs (2.137u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 2.141 secs (2.133u,0.007s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 2.168 secs (2.167u,0.s) (success)
Params: 0-n= 8388607 , 1-lgn= 22
Tactic call try-ssr-rewrite!-cold-noop-regression-linear ran for 4.428 secs (4.427u,0.s) (success)
Tactic call try-ssr-rewrite!-noop-regression-linear ran for 4.404 secs (4.403u,0.s) (success)
Tactic call try-ssr-rewrite-noop-regression-linear ran for 4.353 secs (4.344u,0.007s) (success)
Tactic call try-ssr-rewrite?-noop-regression-linear ran for 4.375 secs (4.37u,0.003s) (success)
